id_cliente,id_venta,id_producto,cantidad,fecha_alta,fecha,nombre_cliente,nombre_cliente,email,email,ciudad,nombre_cliente,nombre_cliente,email,email,medio_pago,nombre_producto,nombre_producto,nombre_producto,nombre_producto,categoria,precio_unitario,precio_unitario,importe,precio_unitario,precio_unitario
17,89,72,2,2023-01-17,2024-01-18,Pablo Gomez,Pablo Gomez,pablo.gomez@mail.com,pablo.gomez@mail.com,Villa Maria,Pablo Gomez,Pablo Gomez,pablo.gomez@mail.com,pablo.gomez@mail.com,tarjeta,Ron 700ml,Ron 700ml,Ron 700ml,Ron 700ml,Limpieza,3876,3876,7752,3876,3876
18,102,78,3,2023-01-18,2024-03-29,Ivana Torres,Ivana Torres,ivana.torres@mail.com,ivana.torres@mail.com,Carlos Paz,Ivana Torres,Ivana Torres,ivana.torres@mail.com,ivana.torres@mail.com,efectivo,Verduras Congeladas Mix,Verduras Congeladas Mix,Verduras Congeladas Mix,Verduras Congeladas Mix,Limpieza,4289,4289,12867,4289,4289
18,102,36,3,2023-01-18,2024-03-29,Ivana Torres,Ivana Torres,ivana.torres@mail.com,ivana.torres@mail.com,Carlos Paz,Ivana Torres,Ivana Torres,ivana.torres@mail.com,ivana.torres@mail.com,efectivo,Dulce de Leche 400g,Dulce de Leche 400g,Dulce de Leche 400g,Dulce de Leche 400g,Limpieza,2559,2559,7677,2559,2559
19,31,92,4,2023-01-19,2024-05-22,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Crema Dental 90g,Crema Dental 90g,Crema Dental 90g,Crema Dental 90g,Limpieza,2512,2512,10048,2512,2512
19,31,90,3,2023-01-19,2024-05-22,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Toallas Húmedas x50,Toallas Húmedas x50,Toallas Húmedas x50,Toallas Húmedas x50,Limpieza,2902,2902,8706,2902,2902
19,31,84,5,2023-01-19,2024-05-22,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Queso Azul 150g,Queso Azul 150g,Queso Azul 150g,Queso Azul 150g,Limpieza,1645,1645,8225,1645,1645
19,82,38,1,2023-01-19,2024-01-25,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Limpieza,1584,1584,1584,1584,1584
19,82,28,2,2023-01-19,2024-01-25,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Papas Fritas Clásicas 100g,Papas Fritas Clásicas 100g,Papas Fritas Clásicas 100g,Papas Fritas Clásicas 100g,Limpieza,936,936,1872,936,936
19,82,29,5,2023-01-19,2024-01-25,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Papas Fritas Onduladas 100g,Papas Fritas Onduladas 100g,Papas Fritas Onduladas 100g,Papas Fritas Onduladas 100g,Alimentos,1868,1868,9340,1868,1868
19,82,82,2,2023-01-19,2024-01-25,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,Mendiolaza,Uma Silva,Uma Silva,uma.silva@mail.com,uma.silva@mail.com,tarjeta,Aceitunas Negras 200g,Aceitunas Negras 200g,Aceitunas Negras 200g,Aceitunas Negras 200g,Limpieza,2394,2394,4788,2394,2394
20,3,9,2,2023-01-20,2024-01-13,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,Rio Cuarto,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,tarjeta,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Alimentos,3878,3878,7756,3878,3878
20,3,2,2,2023-01-20,2024-01-13,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,Rio Cuarto,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,tarjeta,Pepsi 1.5L,Pepsi 1.5L,Pepsi 1.5L,Pepsi 1.5L,Limpieza,4973,4973,9946,4973,4973
20,3,85,1,2023-01-20,2024-01-13,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,Rio Cuarto,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,tarjeta,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Alimentos,1856,1856,1856,1856,1856
20,11,13,1,2023-01-20,2024-04-10,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,Rio Cuarto,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,qr,Té Verde 20 saquitos,Té Verde 20 saquitos,Té Verde 20 saquitos,Té Verde 20 saquitos,Alimentos,2383,2383,2383,2383,2383
20,11,65,2,2023-01-20,2024-04-10,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,Rio Cuarto,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,qr,Cerveza Rubia 1L,Cerveza Rubia 1L,Cerveza Rubia 1L,Cerveza Rubia 1L,Alimentos,2423,2423,4846,2423,2423
20,11,28,1,2023-01-20,2024-04-10,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,Rio Cuarto,Tomas Acosta,Tomas Acosta,tomas.acosta@mail.com,tomas.acosta@mail.com,qr,Papas Fritas Clásicas 100g,Papas Fritas Clásicas 100g,Papas Fritas Clásicas 100g,Papas Fritas Clásicas 100g,Limpieza,936,936,936,936,936
21,44,48,1,2023-01-21,2024-02-21,Elena Rodriguez,Elena Rodriguez,elena.rodriguez@mail.com,elena.rodriguez@mail.com,Alta Gracia,Elena Rodriguez,Elena Rodriguez,elena.rodriguez@mail.com,elena.rodriguez@mail.com,efectivo,Porotos Negros 500g,Porotos Negros 500g,Porotos Negros 500g,Porotos Negros 500g,Limpieza,4462,4462,4462,4462,4462
21,44,47,2,2023-01-21,2024-02-21,Elena Rodriguez,Elena Rodriguez,elena.rodriguez@mail.com,elena.rodriguez@mail.com,Alta Gracia,Elena Rodriguez,Elena Rodriguez,elena.rodriguez@mail.com,elena.rodriguez@mail.com,efectivo,Garbanzos 500g,Garbanzos 500g,Garbanzos 500g,Garbanzos 500g,Alimentos,2939,2939,5878,2939,2939
21,44,100,2,2023-01-21,2024-02-21,Elena Rodriguez,Elena Rodriguez,elena.rodriguez@mail.com,elena.rodriguez@mail.com,Alta Gracia,Elena Rodriguez,Elena Rodriguez,elena.rodriguez@mail.com,elena.rodriguez@mail.com,efectivo,Trapo de Piso,Trapo de Piso,Trapo de Piso,Trapo de Piso,Limpieza,4854,4854,9708,4854,4854
23,43,1,5,2023-01-23,2024-02-18,Helena Fernandez,Helena Fernandez,helena.fernandez@mail.com,helena.fernandez@mail.com,Rio Cuarto,Helena Fernandez,Helena Fernandez,helena.fernandez@mail.com,helena.fernandez@mail.com,efectivo,Coca Cola 1.5L,Coca Cola 1.5L,Coca Cola 1.5L,Coca Cola 1.5L,Alimentos,2347,2347,11735,2347,2347
23,43,49,2,2023-01-23,2024-02-18,Helena Fernandez,Helena Fernandez,helena.fernandez@mail.com,helena.fernandez@mail.com,Rio Cuarto,Helena Fernandez,Helena Fernandez,helena.fernandez@mail.com,helena.fernandez@mail.com,efectivo,Harina de Trigo 1kg,Harina de Trigo 1kg,Harina de Trigo 1kg,Harina de Trigo 1kg,Alimentos,2512,2512,5024,2512,2512
23,43,66,2,2023-01-23,2024-02-18,Helena Fernandez,Helena Fernandez,helena.fernandez@mail.com,helena.fernandez@mail.com,Rio Cuarto,Helena Fernandez,Helena Fernandez,helena.fernandez@mail.com,helena.fernandez@mail.com,efectivo,Cerveza Negra 1L,Cerveza Negra 1L,Cerveza Negra 1L,Cerveza Negra 1L,Limpieza,1533,1533,3066,1533,1533
25,63,8,5,2023-01-25,2024-06-19,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,tarjeta,Energética Nitro 500ml,Energética Nitro 500ml,Energética Nitro 500ml,Energética Nitro 500ml,Limpieza,4218,4218,21090,4218,4218
25,63,2,2,2023-01-25,2024-06-19,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,tarjeta,Pepsi 1.5L,Pepsi 1.5L,Pepsi 1.5L,Pepsi 1.5L,Limpieza,4973,4973,9946,4973,4973
25,63,70,3,2023-01-25,2024-06-19,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,tarjeta,Fernet 750ml,Fernet 750ml,Fernet 750ml,Fernet 750ml,Limpieza,4061,4061,12183,4061,4061
25,63,45,4,2023-01-25,2024-06-19,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,tarjeta,Fideos Spaghetti 500g,Fideos Spaghetti 500g,Fideos Spaghetti 500g,Fideos Spaghetti 500g,Alimentos,745,745,2980,745,745
25,116,65,1,2023-01-25,2024-03-18,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,qr,Cerveza Rubia 1L,Cerveza Rubia 1L,Cerveza Rubia 1L,Cerveza Rubia 1L,Alimentos,2423,2423,2423,2423,2423
25,116,35,2,2023-01-25,2024-03-18,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,qr,Barrita de Cereal 30g,Barrita de Cereal 30g,Barrita de Cereal 30g,Barrita de Cereal 30g,Alimentos,4430,4430,8860,4430,4430
25,116,42,4,2023-01-25,2024-03-18,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,qr,Vinagre de Alcohol 500ml,Vinagre de Alcohol 500ml,Vinagre de Alcohol 500ml,Vinagre de Alcohol 500ml,Limpieza,1195,1195,4780,1195,1195
25,116,54,5,2023-01-25,2024-03-18,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,qr,Jabón de Tocador,Jabón de Tocador,Jabón de Tocador,Jabón de Tocador,Limpieza,1592,1592,7960,1592,1592
25,116,90,4,2023-01-25,2024-03-18,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,Rio Cuarto,Karina Castro,Karina Castro,karina.castro@mail.com,karina.castro@mail.com,qr,Toallas Húmedas x50,Toallas Húmedas x50,Toallas Húmedas x50,Toallas Húmedas x50,Limpieza,2902,2902,11608,2902,2902
26,72,94,3,2023-01-26,2024-02-17,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,Alta Gracia,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,qr,Hilo Dental,Hilo Dental,Hilo Dental,Hilo Dental,Limpieza,1418,1418,4254,1418,1418
26,72,41,4,2023-01-26,2024-02-17,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,Alta Gracia,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,qr,Aceite de Girasol 1L,Aceite de Girasol 1L,Aceite de Girasol 1L,Aceite de Girasol 1L,Alimentos,860,860,3440,860,860
26,72,51,2,2023-01-26,2024-02-17,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,Alta Gracia,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,qr,Sal Fina 500g,Sal Fina 500g,Sal Fina 500g,Sal Fina 500g,Alimentos,1745,1745,3490,1745,1745
26,95,72,5,2023-01-26,2024-02-25,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,Alta Gracia,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,qr,Ron 700ml,Ron 700ml,Ron 700ml,Ron 700ml,Limpieza,3876,3876,19380,3876,3876
26,95,12,1,2023-01-26,2024-02-25,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,Alta Gracia,Camila Sanchez,Camila Sanchez,camila.sanchez@mail.com,camila.sanchez@mail.com,qr,Té Negro 20 saquitos,Té Negro 20 saquitos,Té Negro 20 saquitos,Té Negro 20 saquitos,Limpieza,570,570,570,570,570
27,61,9,3,2023-01-27,2024-06-01,Tomas Castro,Tomas Castro,tomas.castro@mail.com,tomas.castro@mail.com,Rio Cuarto,Tomas Castro,Tomas Castro,tomas.castro@mail.com,tomas.castro@mail.com,efectivo,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Alimentos,3878,3878,11634,3878,3878
27,61,19,3,2023-01-27,2024-06-01,Tomas Castro,Tomas Castro,tomas.castro@mail.com,tomas.castro@mail.com,Rio Cuarto,Tomas Castro,Tomas Castro,tomas.castro@mail.com,tomas.castro@mail.com,efectivo,Manteca 200g,Manteca 200g,Manteca 200g,Manteca 200g,Alimentos,3251,3251,9753,3251,3251
27,68,94,4,2023-01-27,2024-06-28,Tomas Castro,Tomas Castro,tomas.castro@mail.com,tomas.castro@mail.com,Rio Cuarto,Tomas Castro,Tomas Castro,tomas.castro@mail.com,tomas.castro@mail.com,qr,Hilo Dental,Hilo Dental,Hilo Dental,Hilo Dental,Limpieza,1418,1418,5672,1418,1418
28,112,55,1,2023-01-28,2024-01-19,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,Cordoba,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,tarjeta,Shampoo 400ml,Shampoo 400ml,Shampoo 400ml,Shampoo 400ml,Alimentos,1407,1407,1407,1407,1407
28,112,21,4,2023-01-28,2024-01-19,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,Cordoba,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,tarjeta,Pan Lactal Integral,Pan Lactal Integral,Pan Lactal Integral,Pan Lactal Integral,Alimentos,272,272,1088,272,272
28,112,43,5,2023-01-28,2024-01-19,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,Cordoba,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,tarjeta,Salsa de Tomate 500g,Salsa de Tomate 500g,Salsa de Tomate 500g,Salsa de Tomate 500g,Alimentos,887,887,4435,887,887
28,112,13,2,2023-01-28,2024-01-19,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,Cordoba,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,tarjeta,Té Verde 20 saquitos,Té Verde 20 saquitos,Té Verde 20 saquitos,Té Verde 20 saquitos,Alimentos,2383,2383,4766,2383,2383
28,112,59,1,2023-01-28,2024-01-19,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,Cordoba,Rocio Silva,Rocio Silva,rocio.silva@mail.com,rocio.silva@mail.com,tarjeta,Chicle Menta,Chicle Menta,Chicle Menta,Chicle Menta,Alimentos,3612,3612,3612,3612,3612
29,41,51,1,2023-01-29,2024-03-08,Diego Fernandez,Diego Fernandez,diego.fernandez@mail.com,diego.fernandez@mail.com,Alta Gracia,Diego Fernandez,Diego Fernandez,diego.fernandez@mail.com,diego.fernandez@mail.com,tarjeta,Sal Fina 500g,Sal Fina 500g,Sal Fina 500g,Sal Fina 500g,Alimentos,1745,1745,1745,1745,1745
29,41,15,1,2023-01-29,2024-03-08,Diego Fernandez,Diego Fernandez,diego.fernandez@mail.com,diego.fernandez@mail.com,Alta Gracia,Diego Fernandez,Diego Fernandez,diego.fernandez@mail.com,diego.fernandez@mail.com,tarjeta,Leche Descremada 1L,Leche Descremada 1L,Leche Descremada 1L,Leche Descremada 1L,Alimentos,2538,2538,2538,2538,2538
30,65,77,4,2023-01-30,2024-04-30,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,Alta Gracia,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,qr,Empanadas Congeladas,Empanadas Congeladas,Empanadas Congeladas,Empanadas Congeladas,Alimentos,4778,4778,19112,4778,4778
30,65,22,3,2023-01-30,2024-04-30,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,Alta Gracia,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,qr,Medialunas de Manteca,Medialunas de Manteca,Medialunas de Manteca,Medialunas de Manteca,Limpieza,2069,2069,6207,2069,2069
30,65,38,5,2023-01-30,2024-04-30,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,Alta Gracia,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,qr,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Limpieza,1584,1584,7920,1584,1584
30,65,36,4,2023-01-30,2024-04-30,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,Alta Gracia,Ivana Medina,Ivana Medina,ivana.medina@mail.com,ivana.medina@mail.com,qr,Dulce de Leche 400g,Dulce de Leche 400g,Dulce de Leche 400g,Dulce de Leche 400g,Limpieza,2559,2559,10236,2559,2559
31,32,72,5,2023-01-31,2024-01-30,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,Villa Maria,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,efectivo,Ron 700ml,Ron 700ml,Ron 700ml,Ron 700ml,Limpieza,3876,3876,19380,3876,3876
31,32,53,4,2023-01-31,2024-01-30,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,Villa Maria,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,efectivo,Lavandina 1L,Lavandina 1L,Lavandina 1L,Lavandina 1L,Alimentos,1664,1664,6656,1664,1664
31,32,17,3,2023-01-31,2024-01-30,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,Villa Maria,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,efectivo,Queso Cremoso 500g,Queso Cremoso 500g,Queso Cremoso 500g,Queso Cremoso 500g,Alimentos,4834,4834,14502,4834,4834
31,32,35,3,2023-01-31,2024-01-30,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,Villa Maria,Felipe Ruiz,Felipe Ruiz,felipe.ruiz@mail.com,felipe.ruiz@mail.com,efectivo,Barrita de Cereal 30g,Barrita de Cereal 30g,Barrita de Cereal 30g,Barrita de Cereal 30g,Alimentos,4430,4430,13290,4430,4430
34,57,31,3,2023-02-03,2024-01-10,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,Villa Maria,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,efectivo,Mix de Frutos Secos 200g,Mix de Frutos Secos 200g,Mix de Frutos Secos 200g,Mix de Frutos Secos 200g,Alimentos,3409,3409,10227,3409,3409
34,57,41,4,2023-02-03,2024-01-10,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,Villa Maria,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,efectivo,Aceite de Girasol 1L,Aceite de Girasol 1L,Aceite de Girasol 1L,Aceite de Girasol 1L,Alimentos,860,860,3440,860,860
34,57,9,5,2023-02-03,2024-01-10,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,Villa Maria,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,efectivo,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Alimentos,3878,3878,19390,3878,3878
34,57,76,3,2023-02-03,2024-01-10,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,Villa Maria,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,efectivo,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Limpieza,4286,4286,12858,4286,4286
34,57,98,4,2023-02-03,2024-01-10,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,Villa Maria,Bruno Castro,Bruno Castro,bruno.castro2@mail.com,bruno.castro2@mail.com,efectivo,Desengrasante 500ml,Desengrasante 500ml,Desengrasante 500ml,Desengrasante 500ml,Limpieza,2843,2843,11372,2843,2843
36,4,4,2,2023-02-05,2024-02-27,Martina Molina,Martina Molina,martina.molina@mail.com,martina.molina@mail.com,Mendiolaza,Martina Molina,Martina Molina,martina.molina@mail.com,martina.molina@mail.com,transferencia,Fanta Naranja 1.5L,Fanta Naranja 1.5L,Fanta Naranja 1.5L,Fanta Naranja 1.5L,Limpieza,2033,2033,4066,2033,2033
36,4,23,5,2023-02-05,2024-02-27,Martina Molina,Martina Molina,martina.molina@mail.com,martina.molina@mail.com,Mendiolaza,Martina Molina,Martina Molina,martina.molina@mail.com,martina.molina@mail.com,transferencia,Bizcochos Salados,Bizcochos Salados,Bizcochos Salados,Bizcochos Salados,Alimentos,2380,2380,11900,2380,2380
37,88,7,5,2023-02-06,2024-06-21,Martina Perez,Martina Perez,martina.perez@mail.com,martina.perez@mail.com,Mendiolaza,Martina Perez,Martina Perez,martina.perez@mail.com,martina.perez@mail.com,efectivo,Jugo de Manzana 1L,Jugo de Manzana 1L,Jugo de Manzana 1L,Jugo de Manzana 1L,Alimentos,3269,3269,16345,3269,3269
37,88,53,5,2023-02-06,2024-06-21,Martina Perez,Martina Perez,martina.perez@mail.com,martina.perez@mail.com,Mendiolaza,Martina Perez,Martina Perez,martina.perez@mail.com,martina.perez@mail.com,efectivo,Lavandina 1L,Lavandina 1L,Lavandina 1L,Lavandina 1L,Alimentos,1664,1664,8320,1664,1664
37,88,8,4,2023-02-06,2024-06-21,Martina Perez,Martina Perez,martina.perez@mail.com,martina.perez@mail.com,Mendiolaza,Martina Perez,Martina Perez,martina.perez@mail.com,martina.perez@mail.com,efectivo,Energética Nitro 500ml,Energética Nitro 500ml,Energética Nitro 500ml,Energética Nitro 500ml,Limpieza,4218,4218,16872,4218,4218
39,51,31,1,2023-02-08,2024-02-18,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Mix de Frutos Secos 200g,Mix de Frutos Secos 200g,Mix de Frutos Secos 200g,Mix de Frutos Secos 200g,Alimentos,3409,3409,3409,3409,3409
39,91,57,3,2023-02-08,2024-02-19,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Servilletas x100,Servilletas x100,Servilletas x100,Servilletas x100,Alimentos,4520,4520,13560,4520,4520
39,97,59,5,2023-02-08,2024-06-16,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Chicle Menta,Chicle Menta,Chicle Menta,Chicle Menta,Alimentos,3612,3612,18060,3612,3612
39,97,36,1,2023-02-08,2024-06-16,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Dulce de Leche 400g,Dulce de Leche 400g,Dulce de Leche 400g,Dulce de Leche 400g,Limpieza,2559,2559,2559,2559,2559
39,97,4,3,2023-02-08,2024-06-16,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Fanta Naranja 1.5L,Fanta Naranja 1.5L,Fanta Naranja 1.5L,Fanta Naranja 1.5L,Limpieza,2033,2033,6099,2033,2033
39,103,79,5,2023-02-08,2024-03-11,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Hamburguesas Congeladas x4,Hamburguesas Congeladas x4,Hamburguesas Congeladas x4,Hamburguesas Congeladas x4,Alimentos,2420,2420,12100,2420,2420
39,103,43,5,2023-02-08,2024-03-11,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Salsa de Tomate 500g,Salsa de Tomate 500g,Salsa de Tomate 500g,Salsa de Tomate 500g,Alimentos,887,887,4435,887,887
39,103,34,1,2023-02-08,2024-03-11,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Turrón 50g,Turrón 50g,Turrón 50g,Turrón 50g,Limpieza,503,503,503,503,503
39,103,70,1,2023-02-08,2024-03-11,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,Alta Gracia,Santiago Diaz,Santiago Diaz,santiago.diaz@mail.com,santiago.diaz@mail.com,efectivo,Fernet 750ml,Fernet 750ml,Fernet 750ml,Fernet 750ml,Limpieza,4061,4061,4061,4061,4061
40,71,11,3,2023-02-09,2024-06-02,Felipe Diaz,Felipe Diaz,felipe.diaz@mail.com,felipe.diaz@mail.com,Rio Cuarto,Felipe Diaz,Felipe Diaz,felipe.diaz@mail.com,felipe.diaz@mail.com,qr,Café Molido 250g,Café Molido 250g,Café Molido 250g,Café Molido 250g,Alimentos,2053,2053,6159,2053,2053
